epoch,loss,val_loss
13,4.313651152030216,0.7790899864132975,5.09274113564051,5.491603841238875,0.9675741252860403,6.459177945299847
0,5.080014258049912,1.18685738420561,6.266871627288651,5.512429144475367,1.653326771476052,7.165755903566039
1,4.687472664022669,0.9681833159009429,5.655655981490683,5.561118263926932,1.7374846739497611,7.298602956291137
2,4.61124458492082,0.9206163033148119,5.531860914379592,5.332230573359544,1.5377457083725348,6.869976335230882
3,4.584791333388088,0.9074688887950587,5.49226021668161,5.612004052914255,1.5729749181406285,7.18497895729251
4,4.546561007805646,0.8849410026509997,5.431502020556788,5.09314434935407,1.2957321729117293,6.388876522653471
5,4.47563826450533,0.8486317773305567,5.324270034709447,6.169775251062905,1.2919320907050031,7.461707360957696
6,4.436037390623854,0.834889365042879,5.270926748448881,6.330702214900071,1.38578778418099,7.716490040755853
7,4.389525726479544,0.8191250157337606,5.208650753457035,5.783079585408776,1.1455424824381262,6.928622045749571
8,4.348774976372159,0.8100508658688207,5.158825837465146,5.748185488848182,1.0891126957366137,6.837298193985854
9,4.335202673403123,0.8077443015519442,5.142946975511005,5.231045252327028,1.180620701720075,6.4116659683909845
0,5.235857177776131,44.16760843701993,50.98348305875944,4.992466877033184,44.934218567687196,50.586841682335
1,4.963201499977768,39.49254172905697,45.0602189735926,4.964179961661983,44.269501371306134,49.762161993011226
2,4.913351554557192,38.79252843149391,44.205626794877745,4.832504769457065,44.885965009239634,50.18999685271969
0,5.399064835614763,28.68858191632591,36.194839033853086,5.346462921662764,37.967343020748785,44.3621305490469
0,7.414028573036194,45.53456809997559,61.146122245788575,6.4692421888376215,43.80681245977228,52.74389309078068
1,5.526804151535035,30.70855924606323,38.34742776870728,6.595026531064414,45.31234728185142,53.806768805030885
2,5.310476160049438,28.475115814208984,35.5783046913147,6.1650872176255636,45.18276540864774,53.04287508212454
